word,FREQcount,CDcount,FREQlow,CDlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,length
shark,764,258,595,232,14.98,2.8837,3.08,2.4133,5
funds,337,257,329,255,6.61,2.5289,3.06,2.4116,5
slack,302,257,287,251,5.92,2.4814,3.06,2.4116,5
label,351,256,337,248,6.88,2.5465,3.05,2.4099,5
pipes,378,256,361,244,7.41,2.5786,3.05,2.4099,5
tasty,322,256,250,213,6.31,2.5092,3.05,2.4099,5
brick,519,255,365,232,10.18,2.716,3.04,2.4082,5
drift,327,255,284,236,6.41,2.5159,3.04,2.4082,5
ninth,334,255,262,204,6.55,2.525,3.04,2.4082,5
ruled,281,255,269,245,5.51,2.4502,3.04,2.4082,5
veins,282,254,272,246,5.53,2.4518,3.03,2.4065,5
panel,372,253,366,251,7.29,2.5717,3.02,2.4048,5
lands,356,252,339,241,6.98,2.5527,3,2.4031,5
razor,351,252,295,226,6.88,2.5465,3,2.4031,5
shade,304,252,283,244,5.96,2.4843,3,2.4031,5
tanks,506,252,457,245,9.92,2.705,3,2.4031,5
shook,303,251,292,244,5.94,2.4829,2.99,2.4014,5
groom,399,250,381,244,7.82,2.6021,2.98,2.3997,5
minus,401,250,322,203,7.86,2.6042,2.98,2.3997,5
alibi,426,249,417,241,8.35,2.6304,2.97,2.3979,5
elbow,313,249,297,237,6.14,2.4969,2.97,2.3979,5
plead,357,249,340,239,7,2.5539,2.97,2.3979,5
breed,323,248,300,244,6.33,2.5105,2.96,2.3962,5
saves,263,248,214,207,5.16,2.4216,2.96,2.3962,5
rusty,657,247,206,182,12.88,2.8182,2.94,2.3945,5
organ,370,246,343,228,7.25,2.5694,2.93,2.3927,5
straw,318,246,292,232,6.24,2.5038,2.93,2.3927,5
tales,359,246,286,223,7.04,2.5563,2.93,2.3927,5
jeans,337,243,305,225,6.61,2.5289,2.9,2.3874,5
cured,308,242,301,237,6.04,2.49,2.89,2.3856,5
horns,316,242,282,220,6.2,2.5011,2.89,2.3856,5
stain,316,242,307,237,6.2,2.5011,2.89,2.3856,5
tease,290,242,274,231,5.69,2.4639,2.89,2.3856,5
creek,454,241,192,136,8.9,2.658,2.87,2.3838,5
spine,293,241,288,237,5.75,2.4683,2.87,2.3838,5
bribe,308,240,300,235,6.04,2.49,2.86,2.382,5
jelly,363,240,294,221,7.12,2.5611,2.86,2.382,5
cargo,459,238,421,221,9,2.6628,2.84,2.3784,5
attic,400,237,379,231,7.84,2.6031,2.83,2.3766,5
hairy,322,237,275,218,6.31,2.5092,2.83,2.3766,5
steer,305,237,260,210,5.98,2.4857,2.83,2.3766,5
vault,614,237,588,231,12.04,2.7889,2.83,2.3766,5
cloth,311,236,304,230,6.1,2.4942,2.81,2.3747,5
feast,342,236,304,209,6.71,2.5353,2.81,2.3747,5
scent,304,236,291,228,5.96,2.4843,2.81,2.3747,5
cycle,300,235,271,218,5.88,2.4786,2.8,2.3729,5
diary,458,235,398,213,8.98,2.6618,2.8,2.3729,5
donna,1136,235,42,30,22.27,3.0558,2.8,2.3729,5
jolly,382,235,291,185,7.49,2.5832,2.8,2.3729,5
lasts,252,235,247,230,4.94,2.4031,2.8,2.3729,5
topic,271,235,269,233,5.31,2.4346,2.8,2.3729,5
clues,320,234,307,228,6.27,2.5065,2.79,2.3711,5
boobs,374,233,346,223,7.33,2.574,2.78,2.3692,5
butts,292,232,272,226,5.73,2.4669,2.77,2.3674,5
rocky,807,232,86,79,15.82,2.9074,2.77,2.3674,5
bites,280,231,274,229,5.49,2.4487,2.75,2.3655,5
greet,268,231,255,222,5.25,2.4298,2.75,2.3655,5
pains,269,231,259,224,5.27,2.4314,2.75,2.3655,5
whale,574,231,459,209,11.25,2.7597,2.75,2.3655,5
meter,317,230,278,224,6.22,2.5024,2.74,2.3636,5
waits,307,230,290,217,6.02,2.4886,2.74,2.3636,5
dried,258,229,240,215,5.06,2.4133,2.73,2.3617,5
ropes,303,229,295,224,5.94,2.4829,2.73,2.3617,5
siren,334,229,260,189,6.55,2.525,2.73,2.3617,5
debts,311,228,307,227,6.1,2.4942,2.72,2.3598,5
dudes,345,228,299,209,6.76,2.5391,2.72,2.3598,5
repay,265,228,258,225,5.2,2.4249,2.72,2.3598,5
noted,245,227,199,188,4.8,2.3909,2.71,2.3579,5
races,348,227,328,216,6.82,2.5428,2.71,2.3579,5
erase,317,226,288,211,6.22,2.5024,2.69,2.356,5
fails,261,226,258,223,5.12,2.4183,2.69,2.356,5
psych,344,226,189,153,6.75,2.5378,2.69,2.356,5
snuck,236,226,230,221,4.63,2.3747,2.69,2.356,5
noses,243,225,239,222,4.76,2.3874,2.68,2.3541,5
stray,272,225,256,216,5.33,2.4362,2.68,2.3541,5
laser,433,224,380,205,8.49,2.6375,2.67,2.3522,5
spark,320,224,286,208,6.27,2.5065,2.67,2.3522,5
urine,332,223,308,207,6.51,2.5224,2.66,2.3502,5
stamp,302,222,275,206,5.92,2.4814,2.65,2.3483,5
vomit,272,222,238,208,5.33,2.4362,2.65,2.3483,5
noisy,257,221,225,195,5.04,2.4116,2.63,2.3464,5
sadly,240,221,130,123,4.71,2.382,2.63,2.3464,5
click,327,220,239,168,6.41,2.5159,2.62,2.3444,5
motto,260,220,259,219,5.1,2.4166,2.62,2.3444,5
waist,262,220,254,216,5.14,2.42,2.62,2.3444,5
coats,300,219,284,212,5.88,2.4786,2.61,2.3424,5
jumps,253,218,247,212,4.96,2.4048,2.6,2.3404,5
drums,367,217,318,203,7.2,2.5658,2.59,2.3385,5
fleet,540,217,454,192,10.59,2.7332,2.59,2.3385,5
strap,263,217,221,190,5.16,2.4216,2.59,2.3385,5
swept,243,217,238,214,4.76,2.3874,2.59,2.3385,5
robot,621,216,521,200,12.18,2.7938,2.58,2.3365,5
scrub,318,216,234,191,6.24,2.5038,2.58,2.3365,5
swiss,321,216,16,15,6.29,2.5079,2.58,2.3365,5
bluff,317,215,257,198,6.22,2.5024,2.56,2.3345,5
blink,258,214,229,194,5.06,2.4133,2.55,2.3324,5
brace,319,214,142,119,6.25,2.5051,2.55,2.3324,5
bonds,340,212,300,194,6.67,2.5328,2.53,2.3284,5
peach,324,212,246,185,6.35,2.5119,2.53,2.3284,5
masks,289,211,260,200,5.67,2.4624,2.52,2.3263,5
tubes,337,211,324,207,6.61,2.5289,2.52,2.3263,5
queer,296,210,257,185,5.8,2.4728,2.5,2.3243,5
scoop,289,210,245,195,5.67,2.4624,2.5,2.3243,5
towns,291,210,263,206,5.71,2.4654,2.5,2.3243,5
rider,393,209,225,109,7.71,2.5955,2.49,2.3222,5
sixty,277,209,122,94,5.43,2.444,2.49,2.3222,5
alpha,414,208,87,66,8.12,2.618,2.48,2.3201,5
globe,266,208,200,166,5.22,2.4265,2.48,2.3201,5
rally,368,207,343,196,7.22,2.567,2.47,2.3181,5
tails,290,207,204,169,5.69,2.4639,2.47,2.3181,5
craft,289,206,279,198,5.67,2.4624,2.46,2.316,5
crank,272,206,202,158,5.33,2.4362,2.46,2.316,5
maker,251,206,221,182,4.92,2.4014,2.46,2.316,5
patty,564,206,36,22,11.06,2.752,2.46,2.316,5
stash,257,206,244,201,5.04,2.4116,2.46,2.316,5
fuzzy,297,205,222,180,5.82,2.4742,2.44,2.3139,5
pause,275,205,240,186,5.39,2.4409,2.44,2.3139,5
shaft,393,204,253,178,7.71,2.5955,2.43,2.3118,5
swamp,458,204,363,159,8.98,2.6618,2.43,2.3118,5
wheat,293,203,224,167,5.75,2.4683,2.42,2.3096,5
blunt,250,202,203,174,4.9,2.3997,2.41,2.3075,5
chili,382,202,225,154,7.49,2.5832,2.41,2.3075,5
flood,291,202,225,176,5.71,2.4654,2.41,2.3075,5
grasp,233,202,223,199,4.57,2.3692,2.41,2.3075,5
hairs,265,202,260,200,5.2,2.4249,2.41,2.3075,5
rains,266,202,235,187,5.22,2.4265,2.41,2.3075,5
dared,228,201,225,199,4.47,2.3598,2.4,2.3054,5
dodge,396,201,102,79,7.76,2.5988,2.4,2.3054,5
lease,320,201,315,200,6.27,2.5065,2.4,2.3054,5
sheer,233,201,177,166,4.57,2.3692,2.4,2.3054,5
chops,277,200,268,197,5.43,2.444,2.38,2.3032,5
ducks,432,200,270,186,8.47,2.6365,2.38,2.3032,5
irony,233,200,219,192,4.57,2.3692,2.38,2.3032,5
vague,231,200,223,197,4.53,2.3655,2.38,2.3032,5
alter,244,199,218,185,4.78,2.3892,2.37,2.301,5
dolls,289,199,255,176,5.67,2.4624,2.37,2.301,5
worms,321,199,284,183,6.29,2.5079,2.37,2.301,5
cuffs,266,198,244,191,5.22,2.4265,2.36,2.2989,5
armor,372,197,351,190,7.29,2.5717,2.35,2.2967,5
arrow,400,197,287,177,7.84,2.6031,2.35,2.2967,5
gasps,470,197,330,137,9.22,2.673,2.35,2.2967,5
shops,229,197,215,188,4.49,2.3617,2.35,2.2967,5
yacht,419,197,388,176,8.22,2.6232,2.35,2.2967,5
brake,305,196,252,173,5.98,2.4857,2.34,2.2945,5
crook,289,196,265,186,5.67,2.4624,2.34,2.2945,5
flown,232,196,228,192,4.55,2.3674,2.34,2.2945,5
jerks,223,196,203,179,4.37,2.3502,2.34,2.2945,5
missy,413,196,166,139,8.1,2.617,2.34,2.2945,5
quest,327,196,264,171,6.41,2.5159,2.34,2.2945,5
shack,288,196,232,160,5.65,2.4609,2.34,2.2945,5
torch,254,196,220,176,4.98,2.4065,2.34,2.2945,5
belts,254,195,247,191,4.98,2.4065,2.32,2.2923,5
rehab,331,195,317,188,6.49,2.5211,2.32,2.2923,5
utter,257,195,183,168,5.04,2.4116,2.32,2.2923,5
boost,230,194,207,181,4.51,2.3636,2.31,2.29,5
ridge,361,193,191,137,7.08,2.5587,2.3,2.2878,5
scope,286,193,270,182,5.61,2.4579,2.3,2.2878,5
cakes,291,192,268,182,5.71,2.4654,2.29,2.2856,5
greed,245,192,212,173,4.8,2.3909,2.29,2.2856,5
mines,316,192,295,179,6.2,2.5011,2.29,2.2856,5
tribe,325,192,321,191,6.37,2.5132,2.29,2.2856,5
deeds,417,191,263,186,8.18,2.6212,2.28,2.2833,5
packs,231,191,222,184,4.53,2.3655,2.28,2.2833,5
seize,246,191,157,136,4.82,2.3927,2.28,2.2833,5
gravy,269,190,253,184,5.27,2.4314,2.27,2.281,5
juicy,219,190,190,166,4.29,2.3424,2.27,2.281,5
sarge,683,190,143,55,13.39,2.8351,2.27,2.281,5
chess,380,189,332,176,7.45,2.5809,2.25,2.2788,5
audio,284,188,255,167,5.57,2.4548,2.24,2.2765,5
batch,212,188,208,186,4.16,2.3284,2.24,2.2765,5
buyer,264,188,257,185,5.18,2.4232,2.24,2.2765,5
funky,259,188,222,170,5.08,2.415,2.24,2.2765,5
blend,218,186,210,180,4.27,2.3404,2.22,2.2718,5
sewer,240,186,230,180,4.71,2.382,2.22,2.2718,5
spike,625,185,123,92,12.25,2.7966,2.21,2.2695,5
adopt,238,184,234,181,4.67,2.3784,2.19,2.2672,5
hence,247,184,119,74,4.84,2.3945,2.19,2.2672,5
canal,326,183,189,116,6.39,2.5145,2.18,2.2648,5
kneel,272,183,163,128,5.33,2.4362,2.18,2.2648,5
nanny,531,183,306,156,10.41,2.7259,2.18,2.2648,5
olive,375,183,179,130,7.35,2.5752,2.18,2.2648,5
reply,245,183,221,175,4.8,2.3909,2.18,2.2648,5
tenth,212,182,181,157,4.16,2.3284,2.17,2.2625,5
toxic,250,182,232,170,4.9,2.3997,2.17,2.2625,5
altar,259,181,257,180,5.08,2.415,2.16,2.2601,5
grill,227,181,175,136,4.45,2.3579,2.16,2.2601,5
rates,209,181,200,175,4.1,2.3222,2.16,2.2601,5
scars,224,181,209,172,4.39,2.3522,2.16,2.2601,5
waltz,279,181,231,161,5.47,2.4472,2.16,2.2601,5
jewel,369,180,216,139,7.24,2.5682,2.15,2.2577,5
lodge,341,180,222,132,6.69,2.534,2.15,2.2577,5
views,206,180,203,178,4.04,2.316,2.15,2.2577,5
broom,243,179,215,168,4.76,2.3874,2.13,2.2553,5
curve,235,179,209,166,4.61,2.3729,2.13,2.2553,5
grain,243,179,233,172,4.76,2.3874,2.13,2.2553,5
randy,572,179,25,24,11.22,2.7582,2.13,2.2553,5
daisy,689,178,55,47,13.51,2.8388,2.12,2.2529,5
froze,216,178,211,173,4.24,2.3365,2.12,2.2529,5
taped,218,178,212,174,4.27,2.3404,2.12,2.2529,5
goals,262,177,248,176,5.14,2.42,2.11,2.2504,5
suing,293,177,279,172,5.75,2.4683,2.11,2.2504,5
bands,274,176,251,172,5.37,2.4393,2.1,2.248,5
feeds,193,176,183,167,3.78,2.2878,2.1,2.248,5
fucks,233,176,221,165,4.57,2.3692,2.1,2.248,5
halls,204,175,185,163,4,2.3118,2.09,2.2455,5
wells,480,175,85,48,9.41,2.6821,2.09,2.2455,5
mates,243,174,234,173,4.76,2.3874,2.07,2.243,5
plaza,301,174,55,38,5.9,2.48,2.07,2.243,5
ruins,225,174,209,164,4.41,2.3541,2.07,2.243,5
token,205,173,203,171,4.02,2.3139,2.06,2.2405,5
untie,264,173,142,99,5.18,2.4232,2.06,2.2405,5
grabs,190,172,184,167,3.73,2.281,2.05,2.238,5
rapid,223,172,181,145,4.37,2.3502,2.05,2.238,5
agony,191,171,176,159,3.75,2.2833,2.04,2.2355,5
timer,319,171,300,160,6.25,2.5051,2.04,2.2355,5
booty,313,170,253,154,6.14,2.4969,2.03,2.233,5
flirt,200,170,198,168,3.92,2.3032,2.03,2.233,5
hitch,208,170,168,152,4.08,2.3201,2.03,2.233,5
knots,285,170,280,166,5.59,2.4564,2.03,2.233,5
piper,1554,170,38,34,30.47,3.1917,2.03,2.233,5
scrap,223,170,196,160,4.37,2.3502,2.03,2.233,5
verse,238,170,219,155,4.67,2.3784,2.03,2.233,5
claws,226,169,195,162,4.43,2.356,2.01,2.2304,5
draws,195,169,187,163,3.82,2.2923,2.01,2.2304,5
paths,181,169,180,168,3.55,2.2601,2.01,2.2304,5
bloom,281,168,187,141,5.51,2.4502,2,2.2279,5
cooks,192,168,179,157,3.76,2.2856,2,2.2279,5
seeds,228,168,217,161,4.47,2.3598,2,2.2279,5
traps,238,168,234,166,4.67,2.3784,2,2.2279,5
cocky,210,167,192,161,4.12,2.3243,1.99,2.2253,5
hound,257,167,197,134,5.04,2.4116,1.99,2.2253,5
naval,292,167,180,108,5.73,2.4669,1.99,2.2253,5
choir,271,166,231,142,5.31,2.4346,1.98,2.2227,5
grind,190,166,181,159,3.73,2.281,1.98,2.2227,5
mummy,500,166,230,90,9.8,2.6998,1.98,2.2227,5
rebel,273,166,228,148,5.35,2.4378,1.98,2.2227,5
barge,198,165,188,161,3.88,2.2989,1.97,2.2201,5
leash,219,165,215,162,4.29,2.3424,1.97,2.2201,5
rises,205,165,197,158,4.02,2.3139,1.97,2.2201,5
scarf,239,165,235,163,4.69,2.3802,1.97,2.2201,5
urban,237,165,175,131,4.65,2.3766,1.97,2.2201,5
gypsy,338,164,168,99,6.63,2.5302,1.96,2.2175,5
medic,291,164,182,124,5.71,2.4654,1.96,2.2175,5
lions,323,163,263,140,6.33,2.5105,1.94,2.2148,5
poems,243,163,229,158,4.76,2.3874,1.94,2.2148,5
await,181,162,172,156,3.55,2.2601,1.93,2.2122,5
flock,237,162,221,154,4.65,2.3766,1.93,2.2122,5
mason,709,162,20,15,13.9,2.8513,1.93,2.2122,5
ranks,199,162,196,159,3.9,2.301,1.93,2.2122,5
weary,212,162,194,154,4.16,2.3284,1.93,2.2122,5
golly,263,161,120,92,5.16,2.4216,1.92,2.2095,5
sperm,318,161,300,152,6.24,2.5038,1.92,2.2095,5
spice,270,161,181,100,5.29,2.433,1.92,2.2095,5
tuned,182,161,177,159,3.57,2.2625,1.92,2.2095,5
dandy,224,160,147,130,4.39,2.3522,1.91,2.2068,5
haunt,182,160,172,155,3.57,2.2625,1.91,2.2068,5
palms,189,160,129,119,3.71,2.2788,1.91,2.2068,5
rhyme,225,160,225,160,4.41,2.3541,1.91,2.2068,5
swine,226,160,183,140,4.43,2.356,1.91,2.2068,5
acres,234,159,185,139,4.59,2.3711,1.9,2.2041,5
clamp,350,159,188,118,6.86,2.5453,1.9,2.2041,5
cocoa,256,159,181,115,5.02,2.4099,1.9,2.2041,5
pairs,212,159,207,158,4.16,2.3284,1.9,2.2041,5
slips,198,159,195,157,3.88,2.2989,1.9,2.2041,5
yummy,228,159,140,99,4.47,2.3598,1.9,2.2041,5
filth,231,158,206,148,4.53,2.3655,1.88,2.2014,5
hides,191,158,187,155,3.75,2.2833,1.88,2.2014,5
intel,289,158,250,140,5.67,2.4624,1.88,2.2014,5
punks,211,158,193,146,4.14,2.3263,1.88,2.2014,5
holly,548,157,53,38,10.75,2.7396,1.87,2.1987,5
midst,175,157,167,156,3.43,2.2455,1.87,2.1987,5
sissy,372,157,169,127,7.29,2.5717,1.87,2.1987,5
swift,197,157,158,136,3.86,2.2967,1.87,2.1987,5
syrup,260,157,250,152,5.1,2.4166,1.87,2.1987,5
liars,184,156,166,148,3.61,2.2672,1.86,2.1959,5
spies,233,156,208,139,4.57,2.3692,1.86,2.1959,5
stool,179,156,174,153,3.51,2.2553,1.86,2.1959,5
alias,208,155,143,112,4.08,2.3201,1.85,2.1931,5
dryer,231,155,213,147,4.53,2.3655,1.85,2.1931,5
realm,238,155,196,144,4.67,2.3784,1.85,2.1931,5
doggy,225,154,185,132,4.41,2.3541,1.84,2.1903,5
stern,327,154,140,106,6.41,2.5159,1.84,2.1903,5
votes,400,154,392,151,7.84,2.6031,1.84,2.1903,5
buses,201,153,190,146,3.94,2.3054,1.82,2.1875,5
delta,425,153,71,30,8.33,2.6294,1.82,2.1875,5
disco,294,153,221,129,5.76,2.4698,1.82,2.1875,5
dusty,283,153,129,120,5.55,2.4533,1.82,2.1875,5
exits,186,153,179,147,3.65,2.2718,1.82,2.1875,5
layer,189,153,188,153,3.71,2.2788,1.82,2.1875,5
merit,173,153,143,130,3.39,2.2405,1.82,2.1875,5
valid,164,153,156,147,3.22,2.2175,1.82,2.1875,5
givin,209,152,194,146,4.1,2.3222,1.81,2.1847,5
molly,882,152,29,4,17.29,2.946,1.81,2.1847,5
onion,216,152,200,141,4.24,2.3365,1.81,2.1847,5
prank,204,152,199,151,4,2.3118,1.81,2.1847,5
rainy,194,152,185,148,3.8,2.29,1.81,2.1847,5
thigh,191,152,177,146,3.75,2.2833,1.81,2.1847,5
amigo,259,150,214,137,5.08,2.415,1.79,2.179,5
chump,209,150,201,147,4.1,2.3222,1.79,2.179,5
mafia,238,150,53,44,4.67,2.3784,1.79,2.179,5
truce,220,150,176,130,4.31,2.3444,1.79,2.179,5
asset,193,149,192,149,3.78,2.2878,1.78,2.1761,5
curly,294,149,104,87,5.76,2.4698,1.78,2.1761,5
hooks,212,149,168,138,4.16,2.3284,1.78,2.1761,5
lists,198,149,196,148,3.88,2.2989,1.78,2.1761,5
yells,216,149,188,130,4.24,2.3365,1.78,2.1761,5
tunes,195,148,170,132,3.82,2.2923,1.76,2.1732,5
wrath,199,148,163,130,3.9,2.301,1.76,2.1732,5
freed,190,147,173,142,3.73,2.281,1.75,2.1703,5
pumps,197,147,180,141,3.86,2.2967,1.75,2.1703,5
sniff,181,147,159,130,3.55,2.2601,1.75,2.1703,5
tying,158,147,142,133,3.1,2.2014,1.75,2.1703,5
witty,163,147,153,138,3.2,2.2148,1.75,2.1703,5
macho,191,146,150,132,3.75,2.2833,1.74,2.1673,5
necks,164,146,162,145,3.22,2.2175,1.74,2.1673,5
verge,167,146,167,146,3.27,2.2253,1.74,2.1673,5
loads,183,145,163,135,3.59,2.2648,1.73,2.1644,5
manly,206,145,159,133,4.04,2.316,1.73,2.1644,5
ounce,206,145,162,142,4.04,2.316,1.73,2.1644,5
rival,193,145,188,143,3.78,2.2878,1.73,2.1644,5
tutor,235,145,221,144,4.61,2.3729,1.73,2.1644,5
solar,236,144,196,129,4.63,2.3747,1.72,2.1614,5
sushi,222,144,177,119,4.35,2.3483,1.72,2.1614,5
bumps,177,143,176,143,3.47,2.2504,1.7,2.1584,5
chalk,183,143,151,118,3.59,2.2648,1.7,2.1584,5
tonic,195,143,184,136,3.82,2.2923,1.7,2.1584,5
bases,182,142,166,133,3.57,2.2625,1.69,2.1553,5
jumpy,158,142,142,133,3.1,2.2014,1.69,2.1553,5
orbit,288,142,251,132,5.65,2.4609,1.69,2.1553,5
goofy,266,141,152,122,5.22,2.4265,1.68,2.1523,5
scalp,188,141,177,135,3.69,2.2765,1.68,2.1523,5
valet,263,141,241,131,5.16,2.4216,1.68,2.1523,5
shaky,151,140,139,130,2.96,2.1818,1.67,2.1492,5
tummy,177,140,159,130,3.47,2.2504,1.67,2.1492,5
wager,202,140,196,137,3.96,2.3075,1.67,2.1492,5
coins,219,139,207,134,4.29,2.3424,1.66,2.1461,5
condo,215,139,208,133,4.22,2.3345,1.66,2.1461,5
pasta,216,139,190,127,4.24,2.3365,1.66,2.1461,5
salon,234,139,204,130,4.59,2.3711,1.66,2.1461,5
babes,177,138,159,129,3.47,2.2504,1.65,2.143,5
bulls,264,138,132,90,5.18,2.4232,1.65,2.143,5
camel,256,138,219,121,5.02,2.4099,1.65,2.143,5
flags,175,138,147,116,3.43,2.2455,1.65,2.143,5
flare,215,138,196,132,4.22,2.3345,1.65,2.143,5
hasty,179,138,150,135,3.51,2.2553,1.65,2.143,5
negro,274,138,26,21,5.37,2.4393,1.65,2.143,5
ruler,162,138,151,130,3.18,2.2122,1.65,2.143,5
troop,296,138,194,119,5.8,2.4728,1.65,2.143,5
valve,247,138,227,133,4.84,2.3945,1.65,2.143,5
cinch,182,137,160,130,3.57,2.2625,1.63,2.1399,5
dicks,204,137,190,130,4,2.3118,1.63,2.1399,5
faked,177,137,171,134,3.47,2.2504,1.63,2.1399,5
flick,257,137,150,122,5.04,2.4116,1.63,2.1399,5
grape,204,137,163,116,4,2.3118,1.63,2.1399,5
scram,179,137,96,76,3.51,2.2553,1.63,2.1399,5
chunk,211,136,142,130,4.14,2.3263,1.62,2.1367,5
fewer,152,136,133,124,2.98,2.1847,1.62,2.1367,5
gangs,221,136,209,134,4.33,2.3464,1.62,2.1367,5
bloke,238,135,227,128,4.67,2.3784,1.61,2.1335,5
carve,158,135,154,133,3.1,2.2014,1.61,2.1335,5
metro,231,135,49,38,4.53,2.3655,1.61,2.1335,5
spank,173,135,142,111,3.39,2.2405,1.61,2.1335,5
wages,198,135,189,133,3.88,2.2989,1.61,2.1335,5
probe,225,134,209,127,4.41,2.3541,1.6,2.1303,5
reign,159,134,143,128,3.12,2.2041,1.6,2.1303,5
brute,162,133,142,119,3.18,2.2122,1.59,2.1271,5
camps,192,133,190,131,3.76,2.2856,1.59,2.1271,5
dames,223,133,189,115,4.37,2.3502,1.59,2.1271,5
loner,158,133,152,130,3.1,2.2014,1.59,2.1271,5
squat,160,133,146,125,3.14,2.2068,1.59,2.1271,5
corny,202,132,154,125,3.96,2.3075,1.57,2.1239,5
crude,155,132,141,121,3.04,2.1931,1.57,2.1239,5
flank,236,132,222,127,4.63,2.3747,1.57,2.1239,5
input,152,132,141,125,2.98,2.1847,1.57,2.1239,5
scoot,152,132,76,71,2.98,2.1847,1.57,2.1239,5
acute,150,131,131,117,2.94,2.179,1.56,2.1206,5
donor,208,131,204,130,4.08,2.3201,1.56,2.1206,5
elite,151,131,133,116,2.96,2.1818,1.56,2.1206,5
fatty,260,131,109,86,5.1,2.4166,1.56,2.1206,5
notch,170,131,148,129,3.33,2.233,1.56,2.1206,5
rabbi,342,131,204,101,6.71,2.5353,1.56,2.1206,5
spicy,169,131,150,116,3.31,2.2304,1.56,2.1206,5
tumor,263,131,258,129,5.16,2.4216,1.56,2.1206,5
willy,470,131,27,19,9.22,2.673,1.56,2.1206,5
baron,687,130,165,54,13.47,2.8376,1.55,2.1173,5
grams,382,130,76,56,7.49,2.5832,1.55,2.1173,5
lance,554,130,100,37,10.86,2.7443,1.55,2.1173,5
madly,155,130,151,128,3.04,2.1931,1.55,2.1173,5
nutty,182,130,135,116,3.57,2.2625,1.55,2.1173,5
stale,149,130,134,121,2.92,2.1761,1.55,2.1173,5
crisp,161,129,143,118,3.16,2.2095,1.54,2.1139,5
fling,180,129,157,122,3.53,2.2577,1.54,2.1139,5
rests,140,129,136,125,2.75,2.1492,1.54,2.1139,5
shred,150,129,134,118,2.94,2.179,1.54,2.1139,5
yield,206,129,187,123,4.04,2.316,1.54,2.1139,5
essay,313,128,308,124,6.14,2.4969,1.53,2.1106,5
ferry,273,128,215,108,5.35,2.4378,1.53,2.1106,5
flows,142,128,137,125,2.78,2.1553,1.53,2.1106,5
slate,165,128,145,117,3.24,2.2201,1.53,2.1106,5
decoy,182,127,144,113,3.57,2.2625,1.51,2.1072,5
foods,154,127,133,110,3.02,2.1903,1.51,2.1072,5
kinky,152,127,120,108,2.98,2.1847,1.51,2.1072,5
newly,140,127,125,115,2.75,2.1492,1.51,2.1072,5
sizes,154,127,148,123,3.02,2.1903,1.51,2.1072,5
slimy,159,127,131,113,3.12,2.2041,1.51,2.1072,5
unite,154,127,145,122,3.02,2.1903,1.51,2.1072,5
adios,159,126,23,22,3.12,2.2041,1.5,2.1038,5
bowel,183,126,170,118,3.59,2.2648,1.5,2.1038,5
crate,209,126,204,124,4.1,2.3222,1.5,2.1038,5
crust,166,126,163,124,3.25,2.2227,1.5,2.1038,5
dwell,142,126,141,125,2.78,2.1553,1.5,2.1038,5
links,141,126,133,119,2.76,2.1523,1.5,2.1038,5
moose,282,126,152,88,5.53,2.4518,1.5,2.1038,5
parks,190,126,103,86,3.73,2.281,1.5,2.1038,5
tends,135,126,128,120,2.65,2.1335,1.5,2.1038,5
bogus,138,125,131,120,2.71,2.143,1.49,2.1004,5
edges,145,125,143,124,2.84,2.1644,1.49,2.1004,5
fists,151,125,138,117,2.96,2.1818,1.49,2.1004,5
wiser,132,125,124,118,2.59,2.1239,1.49,2.1004,5
abide,138,124,133,120,2.71,2.143,1.48,2.0969,5
cutie,147,124,131,117,2.88,2.1703,1.48,2.0969,5
docks,188,124,174,121,3.69,2.2765,1.48,2.0969,5
karma,176,124,150,113,3.45,2.248,1.48,2.0969,5
goody,181,123,99,80,3.55,2.2601,1.47,2.0934,5
porno,230,123,206,115,4.51,2.3636,1.47,2.0934,5
skate,301,123,277,122,5.9,2.48,1.47,2.0934,5
amber,473,122,72,40,9.27,2.6758,1.45,2.0899,5
butch,328,122,58,52,6.43,2.5172,1.45,2.0899,5
faded,153,122,142,116,3,2.1875,1.45,2.0899,5
fills,133,122,125,116,2.61,2.1271,1.45,2.0899,5
fudge,185,122,148,102,3.63,2.2695,1.45,2.0899,5
imply,137,122,136,122,2.69,2.1399,1.45,2.0899,5
jacks,173,122,100,77,3.39,2.2405,1.45,2.0899,5
merci,248,122,25,16,4.86,2.3962,1.45,2.0899,5
seeks,146,122,143,122,2.86,2.1673,1.45,2.0899,5
baths,161,121,153,117,3.16,2.2095,1.44,2.0864,5
dumps,137,121,131,117,2.69,2.1399,1.44,2.0864,5
momma,412,121,146,69,8.08,2.616,1.44,2.0864,5
piggy,225,121,152,93,4.41,2.3541,1.44,2.0864,5
bosom,159,120,154,116,3.12,2.2041,1.43,2.0828,5
needy,155,120,150,117,3.04,2.1931,1.43,2.0828,5
slope,150,120,125,104,2.94,2.179,1.43,2.0828,5
bliss,160,119,121,99,3.14,2.2068,1.42,2.0792,5
flyer,173,119,131,107,3.39,2.2405,1.42,2.0792,5
shuts,132,119,121,108,2.59,2.1239,1.42,2.0792,5
sites,183,119,183,119,3.59,2.2648,1.42,2.0792,5
abort,235,118,117,81,4.61,2.3729,1.41,2.0755,5
fiber,156,118,145,110,3.06,2.1959,1.41,2.0755,5
