"","X","word","type","condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
"2522",2522,"WERE"," STIM"," LOW","6",0.7531,0.1524,0.0406,0.1118,1.251,3
"2525",2525,"WON"," STIM"," LOW","6",1.0739,2.9887,-2.9823,-0.3121,2.9689,3
"2527",2527,"BOMB"," STIM"," HIGH","6",0.6733,0.8396,0.4436,0.396,0.7172,3
"2528",2528,"DEITY"," STIM"," LOW","6",0.5794,1.9388,0.2289,1.7099,0.3002,3
"2529",2529,"THUD"," STIM"," LOW","6",1.0764,-3.1004,0.1011,3.0817,0.6672,3
"2531",2531,"SUPPER"," STIM"," HIGH","6",0.7009,1.7917,0.5817,1.21,0.4503,3
"2533",2533,"SWEAT"," STIM"," HIGH","6",0.6292,3.043,0.9066,2.1364,0.9174,3
"2535",2535,"PROUD"," STIM"," LOW","6",0.862,0.3345,2.4595,-2.1251,1.4011,3
"2538",2538,"BRUSH"," STIM"," HIGH","6",0.7341,-0.0352,0.5503,-0.5855,0.3169,3
"2539",2539,"DIVING"," STIM"," HIGH","6",0.7651,2.6685,2.5347,0.1338,0.5171,3
"2542",2542,"TIGER"," STIM"," HIGH","6",1.6346,0.647,0.1706,0.4765,0.1001,3
"2547",2547,"PEEK"," STIM"," LOW","6",0.8993,-0.3857,-0.5608,0.1751,0.4337,3
"2549",2549,"SATIN"," STIM"," HIGH","6",0.7278,3.004,2.7388,0.2652,0.5671,3
"2550",2550,"JUNIOR"," STIM"," LOW","6",0.6791,-0.1353,2.1348,-2.2701,1.5178,3
"2551",2551,"WHERRY"," STIM"," LOW","6",0.7914,2.3794,-0.281,2.6604,0.2502,3
"2554",2554,"HALF"," STIM"," LOW","6",0.5918,2.7509,2.7755,-0.0246,0.6338,3
"2555",2555,"PERSE"," STIM"," LOW","6",0.7238,-0.3126,-0.2636,-0.0491,0.5671,3
"2556",2556,"LODE"," STIM"," LOW","6",0.8342,-0.7442,-0.158,-0.5862,0.3836,3
"2558",2558,"HASTY"," STIM"," LOW","6",1.1583,-1.1503,-0.3657,-0.7845,0.7506,3
"2560",2560,"BELLY"," STIM"," HIGH","6",1.0499,1.661,1.9895,-0.3285,0.7172,3
"2562",2562,"SOFA"," STIM"," HIGH","6",0.7727,-0.2363,-0.7527,0.5164,1.6346,3
"2564",2564,"SELL"," STIM"," LOW","6",0.7071,-1.9914,-2.2447,0.2534,0.3669,3
"2566",2566,"HOPE"," STIM"," LOW","6",1.6988,0.2892,-2.1643,2.4535,0.7005,3
"2569",2569,"LEVITY"," STIM"," LOW","6",0.757,2.8963,-2.8906,-0.4963,0.3503,3
"2571",2571,"IRIS"," STIM"," HIGH","6",0.5601,-2.2767,-2.3456,0.0689,0.5671,3
"2572",2572,"SHELL"," STIM"," HIGH","6",0.9463,2.9785,-2.9912,-0.3135,0.6839,3
"2574",2574,"LEVEL"," STIM"," LOW","6",0.7211,0.8916,0.6123,0.2793,0.467,3
"2575",2575,"WALLET"," STIM"," HIGH","6",0.7639,0.4712,-1.856,2.3272,0.5838,3
"2578",2578,"LEFT"," STIM"," LOW","6",0.5159,-1.6762,-1.9934,0.3172,0.4503,3
"2580",2580,"ORCHID"," STIM"," HIGH","6",0.8668,2.4914,2.0856,0.4058,0.7673,3
"2584",2584,"SEE"," STIM"," LOW","6",0.6265,2.4646,2.5292,-0.0645,0.8006,3
"2585",2585,"MARKET"," STIM"," HIGH","6",0.5286,-1.4329,-2.0029,0.5701,0.4503,3
"2588",2588,"SEAT"," STIM"," HIGH","6",0.7735,0.3903,0.0827,0.3076,2.4685,3
"2589",2589,"CANOE"," STIM"," HIGH","6",0.8152,0.3179,0.5995,-0.2816,0.9174,3
"2590",2590,"CRANE"," STIM"," HIGH","5",1.6032,2.4702,-0.223,2.6932,0.3169,3
"2593",2593,"AURAL"," STIM"," LOW","6",0.6594,-0.8619,0.7818,-1.6437,0.1501,3
"2596",2596,"BIRD"," STIM"," HIGH","5",3.561,0.7805,0.6365,0.144,1.2343,3
"2597",2597,"HELMET"," STIM"," HIGH","6",0.7266,-0.8642,-1.0772,0.213,0.417,3
"2598",2598,"SALEP"," STIM"," LOW","6",1.0453,0.2047,-0.1127,0.3175,0.1334,3
"2600",2600,"AWL"," STIM"," LOW","6",1.5117,-2.2708,-0.1909,-2.08,0.2502,3
"2601",2601,"SLOE"," STIM"," LOW","6",2.0326,-0.2305,-0.5437,0.3132,0.3503,3
"2604",2604,"YOUR"," STIM"," LOW","6",0.6324,-0.6136,-0.2176,-0.3959,0.2335,3
"2606",2606,"CASH"," STIM"," HIGH","1",1.7563,1.3464,1.5006,-0.1542,0.7506,3
"2608",2608,"MOHUR"," STIM"," LOW","6",0.7423,0.6261,0.3345,0.2916,0.3169,3
"2609",2609,"VIOLIN"," STIM"," HIGH","6",0.6289,2.6666,2.7976,-0.131,0.2168,3
"2611",2611,"HORN"," STIM"," HIGH","6",0.5907,-0.1319,-0.4262,0.2943,0.834,3
"2614",2614,"SLOW"," STIM"," LOW","6",0.622,-1.1494,-1.0171,-0.1323,0.5171,3
"2615",2615,"SEINE"," STIM"," LOW","6",0.8318,-2.7509,-2.8425,0.0917,0.3836,3
"2617",2617,"ZONE"," STIM"," LOW","6",0.6764,-1.7344,-1.7192,-0.0153,0.5838,3
"2620",2620,"FORT"," STIM"," HIGH","6",1.1279,2.5724,2.481,0.0914,0.3169,3
"2621",2621,"NUN"," STIM"," HIGH","2",2.0889,1.6394,-2.8966,-1.7471,1.7513,3
"2624",2624,"BUT"," STIM"," LOW","6",2.366,-2.4024,-2.1137,-0.2886,0.4003,3
"2625",2625,"THORN"," STIM"," HIGH","6",0.8569,-1.2924,-0.1478,-1.1446,0.2669,3
"2626",2626,"CAMP"," STIM"," HIGH","6",0.6525,2.3108,2.4475,-0.1367,2.2017,3
"2629",2629,"OX"," STIM"," HIGH","6",0.6268,2.1545,-2.8063,-1.3224,0.9507,3
"2631",2631,"YACHT"," STIM"," HIGH","6",0.7832,-3.0406,-2.7023,-0.3384,0.8006,3
"2632",2632,"BURY"," STIM"," LOW","6",1.0375,-1.5326,0.8544,-2.387,0.3503,3
"2636",2636,"SPIRIT"," STIM"," LOW","1",0.7179,-2.85,-2.8183,-0.0317,1.9682,3
"2638",2638,"STRUT"," STIM"," LOW","1",2.3905,2.1789,-1.0185,-3.0858,0.5337,3
"2640",2640,"CAFE"," STIM"," HIGH","1",1.4351,-0.2084,-2.5202,2.3118,1.6179,3
"2641",2641,"OTTER"," STIM"," HIGH","1",1.9162,2.8084,-3.0141,-0.4607,0.3669,3
"2642",2642,"CAPE"," STIM"," HIGH","6",1.4223,2.9866,-3.074,-0.2226,0.7506,3
"2643",2643,"PAUSE"," STIM"," LOW","2",2.4145,-1.8005,0,-1.8005,0.0667,3
"2645",2645,"GRAVY"," STIM"," HIGH","6",0.7148,1.2288,0.5851,0.6437,0.3669,3
"2646",2646,"LAMENT"," STIM"," LOW","6",0.6872,3.1039,2.7258,0.3781,0.5171,3
"2653",2653,"BELL"," STIM"," HIGH","6",1.2087,-3.071,-3.1165,0.0455,0.2835,3
"2654",2654,"CANE"," STIM"," HIGH","6",1.2867,-0.7731,-2.8408,2.0678,0.5838,3
"2656",2656,"GOLD"," STIM"," HIGH","6",0.621,-0.5011,-0.6445,0.1434,0.4503,3
"2658",2658,"SHAPE"," STIM"," LOW","1",0.7821,-1.5685,-2.5658,0.9974,0.6672,3
"2659",2659,"CLOUD"," STIM"," HIGH","6",0.63,-0.2683,-0.0273,-0.241,0.3336,3
"2664",2664,"INCISE"," STIM"," LOW","1",0.6093,-2.5632,3.1365,0.5835,0.2835,3
"2666",2666,"EGG"," STIM"," HIGH","6",0.6568,-0.858,-0.8787,0.0206,1.3677,3
"2668",2668,"TOWN"," STIM"," HIGH","1",0.8814,-0.0572,0.5442,-0.6014,0.3503,3
"2669",2669,"TOLL"," STIM"," LOW","6",0.5503,-0.7145,-0.9596,0.2451,1.1342,3
"2670",2670,"HILL"," STIM"," HIGH","6",0.6028,-0.4795,-1.0025,0.523,0.5171,3
"2673",2673,"TWIG"," STIM"," HIGH","6",0.6765,0.9436,-3.0457,-2.2938,0.7339,3
"2674",2674,"WORK"," STIM"," LOW","6",0.7979,2.1673,2.4897,-0.3225,0.5337,3
"2676",2676,"GLOOM"," STIM"," LOW","1",1.0664,2.0526,2.1247,-0.0721,0.5004,3
"2677",2677,"ASTER"," STIM"," LOW","6",0.8644,-1.9293,-2.2181,0.2888,0.3336,3
"2678",2678,"SHE"," STIM"," LOW","6",0.6338,3.092,2.9291,0.1629,0.6171,3
"2681",2681,"BREAST"," STIM"," HIGH","6",1.961,1.4535,0.9034,0.5501,0.3669,3
"2685",2685,"ADAGE"," STIM"," LOW","6",0.6957,-2.2961,-2.2655,-0.0306,0.3836,3
"2686",2686,"MUCUS"," STIM"," HIGH","6",0.8965,2.0101,1.576,0.4341,0.5337,3
"2687",2687,"RUM"," STIM"," HIGH","6",0.6,-0.4623,-1.0726,0.6103,0.2835,3
"2689",2689,"PAGE"," STIM"," HIGH","6",1.1151,2.7317,2.3873,0.3444,0.3669,3
"2690",2690,"PREFIX"," STIM"," LOW","6",0.6795,2.7714,2.6057,0.1657,0.4003,3
"2691",2691,"RIB"," STIM"," HIGH","6",0.7724,-0.4884,-0.4266,-0.0618,0.2835,3
"2693",2693,"DRINK"," STIM"," HIGH","6",0.597,-2.2034,-2.4598,0.2563,0.5504,3
"2694",2694,"NATION"," STIM"," LOW","1",0.7095,-1.2262,0,-1.2262,0.3169,3
"2698",2698,"OUT"," STIM"," LOW","6",0.6152,2.4941,1.9797,0.5144,0.3669,3
"2702",2702,"STEAK"," STIM"," HIGH","6",0.7927,-0.7307,0,-0.7307,0.0834,3
"2703",2703,"THEORY"," STIM"," LOW","6",0.5763,0.6669,0.3621,0.3047,0.1001,3
"2706",2706,"MOUSER"," STIM"," LOW","1",0.7149,0.6885,1.4509,-0.7624,0.934,3
"2707",2707,"CHIN"," STIM"," HIGH","6",0.7072,0.2223,-0.6365,0.8588,0.3669,3
"2710",2710,"BUTTER"," STIM"," HIGH","6",0.584,-1.0886,-1.6914,0.6028,0.8173,3
"2711",2711,"JERK"," STIM"," LOW","6",1.018,3.0821,2.8803,0.2018,0.3002,3
"2713",2713,"INSULT"," STIM"," LOW","6",0.6632,0.8483,0.6841,0.1642,0.4003,3
"2714",2714,"CONE"," STIM"," HIGH","6",0.6082,-2.5765,-2.6159,0.0394,1.4678,3
"2718",2718,"ANKLE"," STIM"," HIGH","6",0.6729,0.7537,2.2195,-1.4658,0.9841,3
"2720",2720,"CALF"," STIM"," HIGH","6",0.7103,2.8852,-3.0309,-0.3671,0.3002,3
"2721",2721,"GIST"," STIM"," LOW","6",2.8129,-0.9437,-1.1659,0.2222,0.467,3
"2723",2723,"ROSE"," STIM"," HIGH","6",0.7884,3.0644,-2.7502,-0.4686,0.3503,3
"2724",2724,"FRUIT"," STIM"," HIGH","6",0.7314,-1.5266,-1.0127,-0.5139,0.3169,3
"2725",2725,"POPE"," STIM"," HIGH","6",0.8855,0.318,-0.8976,1.2156,0.2835,3
"2726",2726,"JERID"," STIM"," LOW","6",1.9623,-1.857,-1.904,0.047,0.9507,3
"2727",2727,"REVIEW"," STIM"," LOW","6",0.7786,2.4952,2.4442,0.051,0.7339,3
"2734",2734,"TENNIS"," STIM"," HIGH","6",0.5777,2.2035,0.9428,1.2607,0.467,3
"2738",2738,"TALUK"," STIM"," LOW","1",0.6668,-2.9645,-0.0043,-2.9602,0.1001,3
"2739",2739,"TASK"," STIM"," LOW","6",0.8632,1.2626,1.3018,-0.0392,3.3359,3
"2740",2740,"URBAN"," STIM"," LOW","6",0.6687,-1.7548,-0.0153,-1.7395,0.7673,3
"2741",2741,"EXCUSE"," STIM"," LOW","6",1.6675,-1.359,-2.2208,0.8618,0.7005,3
"2742",2742,"DOCTOR"," STIM"," HIGH","1",0.9933,1.4477,-1.8146,-3.0209,0.1501,3
"2746",2746,"CHAPEL"," STIM"," HIGH","6",0.6397,-2.5508,-2.3747,-0.1761,1.2343,3
"2750",2750,"GORE"," STIM"," LOW","6",1.2708,-0.5704,-0.6103,0.0399,0.2669,3
"2752",2752,"TOUCH"," STIM"," LOW","1",1.0998,-2.4865,-2.1978,-0.2887,0.3836,3
"2753",2753,"HEN"," STIM"," HIGH","6",0.7979,-2.5055,-2.4856,-0.0199,0.2669,3
"2754",2754,"RAKE"," STIM"," HIGH","6",0.9524,-1.2506,-2.5053,1.2547,0.2502,3
"2756",2756,"BLAND"," STIM"," LOW","1",0.9578,0.9262,-2.8491,-2.5078,0.2502,3
"2757",2757,"THREW"," STIM"," LOW","1",0.8581,2.8258,2.4295,0.3963,0.2502,3
"2760",2760,"RABBI"," STIM"," HIGH","6",1.0347,-2.4036,-2.7925,0.3888,0.3836,3
"2763",2763,"SPICE"," STIM"," HIGH","6",0.7864,-0.0835,0.0156,-0.0991,0.5671,3
"2765",2765,"BLAME"," STIM"," LOW","6",0.9087,2.9591,2.2143,0.7448,0.6338,3
"2767",2767,"SWAMP"," STIM"," HIGH","6",0.6138,1.8753,1.5144,0.3609,0.3336,3
"2768",2768,"FRIGID"," STIM"," LOW","6",0.9851,0.8657,2.6666,-1.8009,0.5171,3
"2770",2770,"BOW"," STIM"," HIGH","6",1.492,2.9463,-1.5484,-1.7885,1.4511,3
"2771",2771,"SUGAR"," STIM"," HIGH","6",1.4753,1.0465,1.0642,-0.0177,0.5004,3
"2772",2772,"HOUSE"," STIM"," HIGH","6",0.9981,-1.6971,-1.748,0.0509,1.818,3
"2776",2776,"REAPER"," STIM"," LOW","3",1.9419,2.2365,-3.1365,-0.9102,1.9682,3
"2779",2779,"SEVERE"," STIM"," LOW","4",1.5302,1.4489,-3.1032,-1.7311,0.5504,3
"2780",2780,"AT"," STIM"," LOW","6",1.259,-0.7739,-0.7047,-0.0692,0.5838,3
"2781",2781,"ADVICE"," STIM"," LOW","1",2.1158,2.7197,-0.8221,-2.7414,1.1676,3
"2783",2783,"TRUCK"," STIM"," HIGH","6",0.8696,2.6368,3.1232,-0.4864,0.3503,3
"2786",2786,"FROG"," STIM"," HIGH","6",0.6666,-0.1955,-0.1651,-0.0304,0.5004,3
"2787",2787,"MEAN"," STIM"," LOW","1",0.8839,-3.1292,0.767,2.3871,0.4837,3
"2788",2788,"FRIEZE"," STIM"," LOW","6",1.0576,2.4647,-2.6661,-1.1524,0.2669,3
"2789",2789,"HIM"," STIM"," LOW","4",1.7301,0.4653,-3.0577,-2.7602,0.9674,3
"2793",2793,"TRIPOD"," STIM"," HIGH","6",0.9728,-0.2877,-0.4728,0.1851,0.3836,3
"2796",2796,"TOY"," STIM"," HIGH","1",1.3048,1.6541,2.7737,-1.1196,0.9674,3
"2797",2797,"AS"," STIM"," LOW","6",0.7794,1.2982,1.1192,0.179,0.3836,3
"2799",2799,"KEVEL"," STIM"," LOW","1",0.6597,2.7497,0.0138,2.736,0.2669,3
"2802",2802,"VERB"," STIM"," LOW","6",1.1156,-0.7034,0.0856,-0.7891,0.5337,3
"2804",2804,"PORCH"," STIM"," HIGH","6",1.0894,-2.968,2.997,0.3182,1.1342,3
"2805",2805,"INCOME"," STIM"," LOW","6",0.8921,0.0161,-0.136,0.1521,0.7506,3
"2809",2809,"OVEN"," STIM"," HIGH","6",1.187,2.5206,0.7545,1.7662,0.3336,3
"2810",2810,"NEVER"," STIM"," LOW","6",0.636,-0.0436,-1.8632,1.8196,0.5004,3
"2811",2811,"DRESS"," STIM"," HIGH","6",0.5568,1.0657,0.7818,0.2839,0.8673,3
"2813",2813,"NURSE"," STIM"," HIGH","6",0.8453,-2.0354,-1.747,-0.2885,0.8673,3
"2814",2814,"TOOTH"," STIM"," HIGH","6",2.645,0.0941,-2.751,2.845,0.2335,3
"2816",2816,"FORM"," STIM"," LOW","5",1.5315,-0.1517,0.0618,-0.2135,1.0675,3
"2817",2817,"SYMBOL"," STIM"," LOW","6",0.9394,-1.5147,-1.602,0.0874,0.7672,3
"2821",2821,"GOT"," STIM"," LOW","6",2.3501,-2.0829,-2.9977,0.9148,0.3503,3
"2822",2822,"VERY"," STIM"," LOW","6",0.746,-0.8717,-0.7963,-0.0754,0.6338,3
"2826",2826,"TREND"," STIM"," LOW","6",0.8729,1.3002,0.7368,0.5633,0.4503,3
"2827",2827,"LAIN"," STIM"," LOW","6",0.7189,0.2528,-0.459,0.7118,0.7005,3
"2828",2828,"GIRL"," STIM"," HIGH","6",0.6285,1.7497,1.962,-0.2123,0.7339,3
"2832",2832,"CHILD"," STIM"," HIGH","6",1.0069,2.8528,2.634,0.2188,0.417,3
"2833",2833,"ITS"," STIM"," LOW","6",0.7277,-0.1229,-2.7081,2.5852,0.7172,3
"2836",2836,"AXE"," STIM"," HIGH","6",0.6063,-1.376,-0.8288,-0.5472,2.9522,3
"2838",2838,"LAST"," STIM"," LOW","6",1.0082,-1.9576,-0.0487,-1.9088,0.3002,3
"2840",2840,"ROOT"," STIM"," HIGH","6",0.7557,0.4842,0.6691,-0.1849,0.417,3
"2843",2843,"UNIQUE"," STIM"," LOW","6",0.5978,2.3457,0.1335,2.2123,0.1001,3
"2844",2844,"RUST"," STIM"," HIGH","6",0.5752,0.4684,-0.0099,0.4783,0.4837,3
"2846",2846,"FILM"," STIM"," HIGH","6",0.6672,0.49,1.2047,-0.7147,0.5671,3
"2848",2848,"LIKEN"," STIM"," LOW","6",0.7178,-2.4965,-2.3965,-0.1,0.6672,3
"2849",2849,"BANANA"," STIM"," HIGH","6",0.9671,-2.7363,0.2765,-3.0128,0.4003,3
"2853",2853,"GRAZE"," STIM"," LOW","6",1.153,2.3289,1.9427,0.3862,0.6839,3
"2855",2855,"IGNORE"," STIM"," LOW","6",1.1168,1.2293,1.2312,-0.002,0.6839,3
"2857",2857,"DUST"," STIM"," HIGH","6",0.7881,2.7801,3.0936,-0.3135,0.884,3
"2858",2858,"UPKEEP"," STIM"," LOW","6",0.6471,3.0825,-2.8083,-0.3923,0.3169,3
"2859",2859,"RABBI"," STIM"," HIGH","6",0.6579,1.4047,-3.0841,-1.7945,0.4503,3
"2863",2863,"ROSE"," STIM"," HIGH","6",0.8284,1.3623,0.9785,0.3838,0.4503,3
"2864",2864,"BROOK"," STIM"," HIGH","6",0.6917,1.0009,0.6001,0.4008,0.5004,3
"2865",2865,"NORMAL"," STIM"," LOW","6",0.6563,-2.7649,-2.9067,0.1417,1.5345,3
"2868",2868,"DONOR"," STIM"," LOW","6",0.7061,-1.662,2.5756,2.0456,0.6505,3
"2874",2874,"RAIN"," STIM"," HIGH","6",0.6327,-0.0137,0.6005,-0.6142,0.2168,3
"2875",2875,"HARSH"," STIM"," LOW","6",0.6165,0.2088,3.1107,-2.9019,0.3836,3
"2876",2876,"OX"," STIM"," HIGH","6",1.2151,2.6863,-1.5708,-2.0261,0.5004,3
"2877",2877,"DOOR"," STIM"," HIGH","6",0.7508,-3.0432,-2.9917,-0.0515,0.4337,3
"2879",2879,"MOSS"," STIM"," HIGH","6",1.0709,0.8584,-2.9014,-2.5234,0.9174,3
"2880",2880,"SCROLL"," STIM"," HIGH","6",0.5782,0.1967,0.1635,0.0332,0.2835,3
"2881",2881,"SAVE"," STIM"," LOW","1",2.2844,0.9436,0.6868,0.2567,2.1016,3
"2882",2882,"CAUL"," STIM"," LOW","6",0.6943,2.9376,2.1645,0.773,0.5671,3
"2884",2884,"HEAD"," STIM"," HIGH","5",0.974,1.8588,-2.525,-1.8994,0.2335,3
"2885",2885,"NECK"," STIM"," HIGH","6",0.8551,0.8185,-0.7159,1.5344,1.0675,3
"2887",2887,"PROUD"," STIM"," LOW","2",1.0334,1.2908,-0.1084,1.3992,0.4003,3
"2890",2890,"BAWL"," STIM"," LOW","6",0.8692,1.8458,-0.0468,1.8927,0.4003,3
"2892",2892,"BRED"," STIM"," LOW","6",0.5941,-1.733,-1.5604,-0.1725,0.6005,3
"2893",2893,"MAR"," STIM"," LOW","6",0.7862,2.1064,3.0081,-0.9017,0.4503,3
"2895",2895,"ASSIST"," STIM"," LOW","2",1.128,1.2354,3.0224,-1.7869,0.7339,3
"2896",2896,"OH"," STIM"," LOW","6",0.7348,0.3238,0.3347,-0.0109,0.834,3
"2909",2909,"SHOWN"," STIM"," LOW","6",0.7347,2.2357,1.8894,0.3463,0.6171,3
"2910",2910,"DEW"," STIM"," HIGH","6",0.668,-1.1256,0.118,-1.2436,0.417,3
"2911",2911,"PRIEST"," STIM"," HIGH","6",0.6662,1.3048,-2.5873,-2.3911,0.834,3
"2912",2912,"LIQUID"," STIM"," HIGH","6",0.7925,1.748,-2.9192,-1.616,0.934,3
"2913",2913,"OLIVE"," STIM"," HIGH","6",0.5667,2.8602,-0.3072,-3.1158,0.3169,3
"2914",2914,"RETARD"," STIM"," LOW","6",0.7916,2.6981,2.5879,0.1102,0.934,3
"2915",2915,"WAMPUM"," STIM"," LOW","6",0.6106,-0.3745,-0.8661,0.4916,1.0008,3
"2916",2916,"WEED"," STIM"," HIGH","6",0.5877,-1.827,-1.9235,0.0965,0.3336,3
"2917",2917,"NICETY"," STIM"," LOW","2",1.1875,0.6657,-0.8767,1.5424,0.4837,3
"2919",2919,"MERIT"," STIM"," LOW","3",1.3612,2.0153,-2.8116,-1.4563,0.2502,3
"2923",2923,"FORE"," STIM"," LOW","1",0.884,-1.2081,3.0992,1.9759,0.3002,3
"2924",2924,"WALLET"," STIM"," HIGH","6",0.8199,-2.3694,-0.848,-1.5214,0.417,3
"2925",2925,"WARN"," STIM"," LOW","6",0.7854,-3.1377,-1.7384,-1.3994,0.2835,3
"2926",2926,"PULPIT"," STIM"," HIGH","5",1.6292,2.1431,1.8057,0.3373,0.7005,3
"2927",2927,"HATRED"," STIM"," LOW","3",1.0507,-1.0942,-0.0566,-1.0375,0.6672,3
"2929",2929,"FLESH"," STIM"," HIGH","6",1.3717,0.3837,0.8221,-0.4384,0.417,3
"2931",2931,"CELLAR"," STIM"," HIGH","4",1.236,0.2949,-2.1545,2.4494,0.7005,3
"2936",2936,"THROE"," STIM"," LOW","6",0.728,0.2121,0.4436,-0.2314,0.4503,3
"2937",2937,"AUDIT"," STIM"," LOW","6",0.6147,1.119,1.8284,-0.7094,0.6005,3
"2940",2940,"SNORT"," STIM"," LOW","4",1.033,2.4612,1.5604,0.9008,0.4337,3
"2941",2941,"PAVIS"," STIM"," LOW","5",2.2169,-0.5139,-2.7113,2.1974,0.6171,3
"2942",2942,"CLAY"," STIM"," HIGH","6",0.7255,0.6396,0.8294,-0.1899,0.4337,3
"2944",2944,"TALE"," STIM"," LOW","5",1.1455,3.0982,-2.495,-0.69,0.6338,3
"2946",2946,"PIG"," STIM"," HIGH","6",0.7271,1.3251,2.5896,-1.2645,0.6839,3
"2948",2948,"GRAVY"," STIM"," HIGH","3",1.1319,-2.6027,1.2309,2.4496,4.9204,3
"2949",2949,"TRACE"," STIM"," LOW","6",0.6368,-2.6715,-0.4412,-2.2304,0.7672,3
"2952",2952,"GUN"," STIM"," HIGH","4",0.5541,2.2993,2.1155,0.1838,1.5011,3
"2955",2955,"NEST"," STIM"," HIGH","6",0.602,-0.2051,-0.7454,0.5403,0.4503,3
"2957",2957,"UNJUST"," STIM"," LOW","6",0.7786,0.8009,-2.3709,-3.1114,0.9674,3
"2959",2959,"TITLE"," STIM"," LOW","6",0.6567,-1.2753,-1.2764,0.0011,0.3669,3
"2961",2961,"OAR"," STIM"," HIGH","2",1.5449,1.3753,-0.0728,1.4481,0.1668,3
"2966",2966,"ORANGE"," STIM"," HIGH","6",0.5808,1.2905,1.2243,0.0662,0.6672,3
"2967",2967,"SOFA"," STIM"," HIGH","6",0.6783,-2.2334,-3.0846,0.8512,0.2002,3
"2968",2968,"FIDDLE"," STIM"," HIGH","6",0.6098,-1.8583,3.108,1.3169,0.5004,3
"2969",2969,"MEAL"," STIM"," HIGH","1",0.7141,0.7801,0.8219,-0.0417,1.0675,3
"2970",2970,"SPREE"," STIM"," LOW","4",1.6288,-1.2058,-0.0363,-1.1696,0.4003,3
"2971",2971,"SMEAR"," STIM"," LOW","6",0.8609,-1.6612,-0.7854,-0.8758,1.2509,3
"2976",2976,"BOND"," STIM"," LOW","6",0.8116,1.417,2.3635,-0.9465,0.5671,3
"2977",2977,"HAY"," STIM"," HIGH","1",0.8771,0.7269,0.833,-0.1061,0.2168,3
"2979",2979,"SLIME"," STIM"," HIGH","6",0.655,-2.066,-2.0367,-0.0294,0.1668,3
"2981",2981,"WAS"," STIM"," LOW","2",2.3643,1.8663,-2.3266,-2.0903,0.7672,3
"2982",2982,"BED"," STIM"," HIGH","1",0.843,0.6689,2.7924,-2.1235,0.8673,3
"2983",2983,"CHEESE"," STIM"," HIGH","4",1.4913,2.6131,-0.4888,3.1018,0.934,3
"2986",2986,"PEA"," STIM"," HIGH","1",0.9684,-2.2846,0.6166,-2.9013,1.0675,3
"2990",2990,"PRISON"," STIM"," HIGH","6",1.2184,0.4883,-0.1744,0.6627,0.8506,3
"2991",2991,"SPONGE"," STIM"," HIGH","4",1.2897,0.1073,3.0788,-2.9716,1.7013,3
"2992",2992,"YARD"," STIM"," HIGH","3",1.1329,2.5355,-0.136,2.6715,0.8506,3
"2994",2994,"STATUE"," STIM"," HIGH","6",1.1218,-3.0536,0.5683,2.6613,0.8506,3
"2995",2995,"OATH"," STIM"," LOW","4",1.1466,-1.9512,-2.8786,0.9274,0.2835,3
"2998",2998,"HOSE"," STIM"," HIGH","6",1.1784,-1.1932,-0.3912,-0.802,0.9174,3
"3002",3002,"DAISY"," STIM"," HIGH","6",1.2751,-3.0544,-0.2045,-2.8498,0.6839,3
"3004",3004,"JEEP"," STIM"," HIGH","6",0.8137,1.7784,-0.1268,1.9051,3.4193,3
"3005",3005,"OUR"," STIM"," LOW","1",0.966,-0.7299,3.0875,2.4659,0.4003,3
"3006",3006,"GROWTH"," STIM"," LOW","3",1.1518,2.9232,-0.5619,-2.7981,0.4837,3
"3008",3008,"MATTER"," STIM"," LOW","5",1.3215,0.3796,-2.6035,2.9831,0.4837,3
"3011",3011,"TEMPT"," STIM"," LOW","4",0.9334,-3.0338,-0.7999,-2.234,0.8006,3
"3012",3012,"DUMMY"," STIM"," HIGH","2",1.0415,-1.9092,3.07,1.304,0.4503,3
"3013",3013,"TOWN"," STIM"," HIGH","4",0.6651,1.3106,0.3629,0.9478,0.8506,3
"3017",3017,"CHISEL"," STIM"," HIGH","6",0.7885,3.1034,0.5404,2.5629,0.1835,3
"3018",3018,"SMART"," STIM"," LOW","6",0.5636,-2.9623,-3.0852,0.123,0.2335,3
"3022",3022,"AMOUNT"," STIM"," LOW","4",8.0787,-1.481,-0.7398,-0.7412,0.8673,3
"3023",3023,"JANGLE"," STIM"," LOW","6",3.4771,-1.1105,-1.3817,0.2712,1.0675,3
"3025",3025,"BANG"," STIM"," LOW","6",0.6474,0.9993,-2.4899,-2.7939,0.8506,3
"3026",3026,"FIR"," STIM"," LOW","6",0.587,2.06,-0.9828,3.0428,0.6338,3
"3027",3027,"PENNY"," STIM"," HIGH","6",0.7267,-0.8094,2.4684,3.0053,0.7172,3
"3030",3030,"HOUND"," STIM"," HIGH","6",0.9277,-1.3187,-2.5661,1.2473,0.8506,3
"3032",3032,"WOOD"," STIM"," HIGH","6",0.7494,1.5494,-2.3306,-2.4032,0.6505,3
"3035",3035,"GOOD"," STIM"," LOW","6",1.2067,-2.4649,-0.2756,-2.1893,1.301,3
"3038",3038,"PERSON"," STIM"," HIGH","6",1.1548,0.55,-0.6915,1.2415,0.467,3
"3039",3039,"RUFF"," STIM"," LOW","2",0.8703,-1.1012,-2.7252,1.624,0.3836,3
