,condition,recog_rating,recog_RT,target_angle,response_angle,response_error,response_RT,participant
22816,1,6,0.9125,-1.1945,1.4928,-2.6873,0.2502,9
23217,2,6,0.6926,-0.9199,0.273,-1.1929,0.1668,9
23317,1,6,0.5848,-2.4058,-2.6182,0.2123,0.0834,9
23715,1,6,0.5257,-3.0674,-0.8554,-2.212,0.467,9
24015,1,6,0.4754,1.7919,-1.1951,2.987,0.2335,9
24118,2,6,1.0477,-2.9392,1.53,1.814,0.4503,9
24318,2,4,1.2315,-2.7536,1.0434,2.4862,0.1001,9
24416,1,3,1.3308,-0.6967,-1.3636,0.6668,0.3836,9
24515,2,6,0.5991,-0.9139,-0.8774,-0.0366,0.3669,9
25318,1,6,0.7431,-0.4572,2.5051,-2.9623,0.3503,9
25517,1,6,1.7957,1.8293,1.0542,0.7751,0.4003,9
25615,1,6,0.5651,0.5905,-3.0383,-2.6543,0.2669,9
25716,2,6,0.5101,1.7463,0.9001,0.8462,0.2669,9
25916,2,6,0.5802,0.3914,-0.7047,1.0961,1.0008,9
2609,2,6,0.4226,-1.726,-2.4784,0.7524,0.3503,9
26120,1,6,0.9183,-3.0145,0.8588,2.4099,0.5504,9
26610,2,4,1.3663,-2.1606,2.4044,1.7182,0.2335,9
26718,2,6,0.5926,-0.1558,-0.8327,0.6769,0.3002,9
26918,2,6,0.8212,-0.3916,-2.3871,1.9955,0.2835,9
271110,2,6,0.5489,1.0224,0.7301,0.2923,0.5004,9
27220,2,6,0.4872,2.5423,-1.3877,-2.3532,0.7506,9
27617,1,6,0.6557,-1.5227,-3.0856,1.5629,0.1001,9
27818,1,6,0.6696,-0.6441,-0.6455,0.0014,0.1501,9
28015,1,2,0.8102,0.9847,2.0899,-1.1053,0.0667,9
11005,2,5,3.0494,-2.5887,0,-2.5887,0.1501,9
3104,2,6,0.6495,-2.7624,0.972,2.5488,0.2835,9
4105,1,6,0.4905,-2.5325,-1.2918,-1.2407,0.1001,9
8107,2,6,0.5303,-0.0973,-1.6033,1.5061,0.3336,9
940,2,6,0.4946,-0.9499,-2.2035,1.2536,0.1334,9
1439,1,1,0.8491,1.0393,-0.9787,2.018,0.1668,9
1539,2,6,0.7437,2.2011,0.7443,1.4568,0.1168,9
1630,2,6,0.8362,0.4748,2.3889,-1.9141,0.2502,9
19108,2,6,0.5327,1.7145,-0.7884,2.5029,0.3169,9
2040,2,6,0.7221,-0.6905,-2.6383,1.9478,0.4003,9
22117,2,6,0.7553,-2.5964,-0.9828,-1.6137,0.3002,9
231110,1,6,0.7423,2.7626,0.9294,1.8333,0.467,9
27123,1,6,0.6811,0.9001,-1.622,2.5221,0.2502,9
2924,1,6,0.4468,-1.1991,0.9345,-2.1336,0.3169,9
3025,2,6,0.8141,-2.022,2.8097,1.4515,0.2835,9
3318,1,6,0.4799,-0.1708,-0.7959,0.6251,0.4003,9
3521,2,5,1.17,-0.5286,-0.2596,-0.269,0.2502,9
3719,1,6,0.5017,3.0697,-2.1721,-1.0414,0.2335,9
3914,2,6,0.7519,1.4757,0.041,1.4347,0.3336,9
4010,2,5,0.899,0.5616,2.1067,-1.5451,0.3669,9
4120,1,6,1.1585,0.8095,-2.5497,-2.924,0.1168,9
4215,2,6,0.6057,1.5851,2.6281,-1.043,0.05,9
4516,1,6,0.5235,3.0138,-0.8272,-2.4422,0.2335,9
4922,1,6,0.5169,0.185,-0.6055,0.7906,0.3669,9
5015,1,6,0.5749,2.9046,1.0098,1.8947,0.1168,9
5217,2,6,0.5225,-2.4221,0.8588,3.0023,0.3836,9
53110,1,6,0.4202,-2.9317,-2.2974,-0.6342,0.2502,9
569,1,4,1.6214,-2.4631,-0.2154,-2.2478,0.1668,9
5715,2,5,1.1511,-1.0658,3.0081,2.2093,0.1001,9
5916,1,6,0.8261,-2.7699,0.6755,2.8377,0.1501,9
6116,2,6,0.9004,-1.9243,-1.741,-0.1833,1.0008,9
6217,1,4,2.4153,-2.8971,0.0512,-2.9483,0.5504,9
6423,2,6,0.8319,-1.4992,-1.9024,0.4032,0.6005,9
6816,1,4,1.5044,1.4372,0.8277,0.6095,0.1835,9
7024,1,6,0.7769,-0.3395,-3.1263,2.7868,0.3002,9
7619,1,6,0.9325,-1.459,-0.6208,-0.8382,0.9007,9
7717,1,6,0.6845,-1.7352,-0.5751,-1.1602,1.0341,9
8418,1,6,0.5392,-0.838,-2.7379,1.8999,0.2168,9
8718,1,5,1.0962,-0.6774,-1.6826,1.0052,0.3169,9
8822,2,6,0.6244,1.8109,0.7854,1.0255,0.2168,9
9219,1,6,0.5957,2.2801,0.5867,1.6935,0.2835,9
9419,1,6,0.6242,-0.702,-2.0548,1.3528,0.3669,9
956,2,6,0.5102,-1.8363,-1.1095,-0.7268,0.6005,9
9624,1,6,0.4799,0.344,-0.6915,1.0354,0.4503,9
10022,1,6,0.4997,-2.0793,2.6999,1.504,0.2835,9
10422,1,6,0.6801,-0.6669,-1.5156,0.8486,0.2502,9
1059,2,6,0.68,2.6522,-2.4514,-1.1796,0.2835,9
1078,2,6,0.4741,-2.8041,-0.3634,-2.4407,0.3503,9
10815,1,6,0.3825,-2.7407,1.6167,1.9258,0.1168,9
1098,1,6,0.471,-2.6982,2.9942,0.5909,0.1835,9
11025,1,6,0.5563,1.6722,2.1015,-0.4293,0.2335,9
111110,2,6,0.5666,-0.1942,2.494,-2.6882,0.1835,9
11319,1,6,0.5271,-1.5578,-0.8476,-0.7102,0.4337,9
11418,2,6,0.7908,0.5318,0.0959,0.436,0.1501,9
11815,2,6,0.6617,0.1632,1.013,-0.8498,0.2835,9
12217,2,6,0.5539,0.6053,-2.5006,3.1059,0.417,9
12415,1,6,0.7417,-0.5736,0.5659,-1.1395,0.2835,9
12614,2,6,0.5491,-2.2961,2.3217,1.6653,0.3336,9
12719,1,6,0.5214,-2.1063,-1.0779,-1.0284,0.4003,9
12821,2,6,0.5314,-1.7748,-1.5136,-0.2612,0.3336,9
12918,1,6,0.5369,2.6752,2.1059,0.5692,0.7672,9
1308,2,6,0.4183,2.2679,-0.598,2.8659,0.2835,9
13424,2,6,0.4915,-1.4455,-2.6958,1.2503,0.2168,9
13618,1,4,2.7916,-2.4348,2.4246,1.4238,0.2002,9
13915,2,6,0.5422,2.636,0.9534,1.6826,0.1001,9
14224,2,6,0.8427,-0.4276,2.7292,3.1264,0.1501,9
14414,2,6,0.6094,-0.4239,2.6077,-3.0316,0.2669,9
14616,1,6,0.4895,-2.8217,-1.1599,-1.6618,0.2168,9
14816,1,6,0.9656,1.6829,0.4792,1.2037,0.4003,9
14924,2,4,1.8311,2.5124,1.1639,1.3485,0.1501,9
15117,2,1,1.5572,0.5929,-2.2928,2.8857,0.2669,9
15223,1,5,1.3997,-2.6943,-0.8132,-1.8811,0.1168,9
15626,1,6,0.7128,-2.0267,-1.2918,-0.735,0.7506,9
15818,2,5,1.2488,-2.8355,-0.1674,-2.668,0.1835,9
16010,1,6,0.872,1.2395,2.0779,-0.8384,0.1001,9
161110,2,6,1.0522,0.4617,2.6452,-2.1834,0.1001,9
16214,2,6,0.6164,2.3489,1.1884,1.1605,0.1168,9
1659,1,6,0.5507,-0.1972,1.2479,-1.4451,0.0834,9
16824,2,6,0.6203,-0.8193,-1.8731,1.0538,0.0834,9
16924,2,6,0.4933,1.8729,2.5234,-0.6506,0.1001,9
171111,1,6,0.8262,1.1587,-0.8417,2.0004,0.2002,9
17214,1,3,2.2699,0.068,0.357,-0.289,0.05,9
17417,1,1,3.5411,1.9764,-2.6037,-1.7031,0.6505,9
17510,1,6,0.572,1.7818,-0.6475,2.4293,0.1668,9
1769,2,6,0.6975,-1.2358,-0.0256,-1.2102,0.05,9
18318,1,6,0.4447,1.9612,-0.8126,2.7738,0.1168,9
18413,2,6,0.406,-1.6521,0.5791,-2.2312,0.2168,9
18523,2,4,1.5574,0.0605,-2.6849,2.7454,0.0667,9
18716,1,6,0.527,-2.3313,1.8007,2.1512,0.2002,9
189110,2,6,0.4197,2.9722,2.3562,0.616,0.1001,9
19015,2,6,0.412,-0.9212,-1.289,0.3678,0.1668,9
19317,1,5,0.7942,1.8887,0.7635,1.1252,0.2002,9
19422,2,6,0.5387,1.6961,-0.7198,2.4159,0.0667,9
1969,1,6,0.5598,0.2804,1.5087,-1.2283,0.6171,9
20018,1,1,1.6906,-0.7205,3.1416,2.4211,0.1334,9
20312,2,6,0.7455,0.5916,-2.7321,-2.9595,0.2335,9
20410,1,6,0.4996,-2.4595,-0.5327,-1.9268,0.1334,9
20721,1,5,1.5574,-0.6012,2.0126,-2.6138,0.6171,9
211111,1,6,0.5426,-0.7369,0.8389,-1.5758,0.1001,9
21216,2,6,0.4216,1.2399,-2.2896,-2.7537,0.2669,9
21316,2,6,0.7032,2.984,2.2143,0.7697,0.1334,9
2148,1,6,0.5282,0.8876,0.3437,0.5439,0.1334,9
21618,2,6,1.1443,-0.6954,2.5276,3.0601,0.1001,9
21715,2,6,0.6504,0.1016,-0.9786,1.0802,0.417,9
21918,1,6,0.5975,-3.139,2.9152,0.229,0.1501,9
22118,2,6,0.8292,0.2739,-1.1071,1.381,0.3503,9
22317,1,6,0.5227,1.5392,-3.0445,-1.6995,0.5838,9
22417,1,6,0.5479,-1.6316,-2.3907,0.759,0.1334,9
22617,2,6,0.6312,-2.0146,1.2367,3.032,0.1334,9
22822,1,6,0.5576,1.2584,-0.9622,2.2206,0.1835,9
2309,1,6,0.7053,-0.5378,0.884,-1.4218,0.3336,9
23120,2,6,0.4137,1.4753,0.7523,0.723,0.0667,9
23518,1,6,0.4841,2.2981,2.2403,0.0578,0.0667,9
23614,2,6,0.4615,0.3262,-0.0091,0.3353,0.1001,9
23810,2,6,0.4831,-1.1197,0,-1.1197,0.0667,9
24324,2,6,0.5608,-0.5736,0.5758,-1.1494,0.0834,9
24716,2,6,0.7141,0.6666,-3.1043,-2.5122,0.4003,9
24810,2,5,0.845,0.1442,-2.2544,2.3985,0.3836,9
2499,2,6,0.5465,2.897,2.2589,0.6382,0.1668,9
25326,2,6,0.5524,-2.4903,1.2847,2.5082,0.0667,9
2547,1,5,1.2971,2.9622,-0.98,-2.3409,0.3503,9
25518,1,6,0.5485,-1.1358,-0.0902,-1.0456,0.0667,9
25622,1,6,0.343,-1.9818,-0.9431,-1.0387,0.1668,9
25917,1,6,0.7314,-2.5635,0.5909,3.1288,0.2669,9
26016,2,6,0.901,1.7333,-1.7553,-2.7946,0.1835,9
261110,2,6,0.6977,0.1709,-1.6436,1.8145,0.0667,9
2689,1,6,0.6808,0.2597,0.9051,-0.6454,0.6672,9
26919,2,6,0.4608,1.0817,-0.0295,1.1113,0.1001,9
27014,2,6,0.4375,-1.3534,1.2153,-2.5687,0.4003,9
27133,2,5,0.6337,-0.2761,-2.5398,2.2637,0.3503,9
27510,2,6,0.6526,-1.0313,2.9305,2.3214,0.1001,9
27722,1,5,0.5663,-1.0624,-0.9601,-0.1023,0.2502,9
27821,2,6,0.6853,2.743,-1.9004,-1.6397,0.1501,9
27917,2,6,0.822,1.9089,0.4168,1.4921,0.1168,9
28016,1,6,0.6661,-1.7305,1.3473,-3.0778,0.0834,9
2818,2,6,0.5161,-1.4284,-0.1317,-1.2967,0.1001,9
650,2,6,0.6401,-0.0814,-2.7936,2.7122,0.2168,9
8122,1,6,0.5886,-2.1472,-0.8112,-1.336,0.5337,9
9106,1,6,0.5056,-2.6332,-1.8526,-0.7806,0.3669,9
11107,2,6,0.3698,0.8699,0.8407,0.0292,0.884,9
1240,2,6,0.5762,-3.1374,-1.4056,-1.7318,0.5004,9
1340,2,4,1.3696,-1.6886,1.098,-2.7866,0.7005,9
14105,2,6,0.3694,-2.6545,2.4507,1.178,0.467,9
16107,1,6,0.5343,-2.8798,-2.8916,0.0118,0.6505,9
18106,2,6,0.7019,2.7745,1.6384,1.1361,0.3336,9
23124,1,6,0.5153,-0.2077,-1.9978,1.7902,0.2835,9
25108,1,6,0.8273,-1.4641,1.051,-2.5151,0.1168,9
27141,2,6,0.6003,-2.3711,0.2704,-2.6415,0.1334,9
2819,2,6,0.6644,-1.8995,1.7798,2.6039,0.2669,9
3216,1,6,0.5426,-3.0183,2.7264,0.5386,0.2002,9
3322,1,2,1.2206,-0.4013,1.2723,-1.6736,0.2669,9
3412,1,5,0.7374,1.5242,2.1704,-0.6462,0.2835,9
3531,2,6,0.5953,1.4796,-1.2654,2.7451,0.6672,9
3921,1,6,0.709,-0.9713,-3.0497,2.0785,0.1334,9
4223,2,6,0.7532,-2.618,3.1213,0.5439,0.4003,9
4315,2,6,0.5877,-2.5954,2.6914,0.9964,0.3503,9
4416,2,6,1.1748,-2.314,1.8652,2.104,0.2168,9
4932,1,4,1.3399,1.6509,1.0918,0.5592,0.3002,9
5326,2,6,0.4535,1.1031,-0.4813,1.5844,0.3002,9
5614,2,6,0.603,2.7457,-1.4928,-2.0447,0.3169,9
5722,1,6,0.5046,1.0809,-1.9622,3.0431,0.3336,9
5816,1,6,0.5717,-0.4178,1.0963,-1.5141,0.3669,9
5923,2,6,0.4564,-1.1575,-2.4457,1.2881,0.1501,9
6021,1,6,0.383,-1.4322,0.0727,-1.5049,0.0834,9
6314,2,6,0.632,1.3073,2.2784,-0.9711,0.3669,9
6514,1,6,0.6233,1.5461,-3.0743,-1.6628,0.3503,9
6721,2,6,0.532,-0.8219,-2.5673,1.7454,0.0834,9
71110,1,6,0.5397,-2.1053,0.9367,-3.042,0.7172,9
7314,1,6,0.6534,2.0261,1.6082,0.4179,0.0334,9
759,2,6,0.4803,1.7464,0.8529,0.8935,0.1001,9
7718,1,6,0.6031,1.1816,-1.3663,2.5479,0.7839,9
7915,2,6,0.3869,-1.0183,-0.678,-0.3403,0.4337,9
8133,1,5,1.779,-0.9674,-1.7107,0.7434,0.5004,9
838,2,6,0.554,-1.6723,-0.4382,-1.234,0.3169,9
8425,1,2,0.7678,-1.2316,3.0776,1.974,0.417,9
8510,2,4,1.2933,1.9585,1.0665,0.892,0.5004,9
8723,1,6,0.5049,-1.2475,2.6213,2.4144,0.2669,9
9224,2,6,0.581,3.004,-2.0232,-1.256,0.0667,9
9423,1,6,0.5763,1.6013,-0.6842,2.2855,0.417,9
9631,1,4,1.219,-2.0396,1.1302,3.1133,0.3002,9
9715,1,6,0.5633,-0.7591,0.0618,-0.8209,0.6171,9
10216,1,6,0.5866,-2.9078,0.1295,-3.0373,0.5838,9
10315,1,6,0.6537,0.1675,0.2125,-0.0451,0.3669,9
10722,2,6,0.4545,1.7162,1.1818,0.5343,0.05,9
10823,1,6,0.5029,-0.7662,-1.3928,0.6266,0.4837,9
10914,1,6,0.4744,-0.9786,2.5883,2.7163,0.3002,9
11042,2,6,0.4406,1.4406,-0.8787,2.3193,0.1835,9
11219,2,6,0.5151,-2.8128,-3.0703,0.2575,0.2502,9
11923,1,6,0.5983,3.0698,-2.7012,-0.5122,0.5004,9
121110,1,4,1.8688,2.4783,2.6262,-0.1479,0.2502,9
12224,2,6,0.631,2.9896,2.2362,0.7534,0.4337,9
12524,2,6,0.4919,2.742,1.0632,1.6788,0.1168,9
12622,1,6,0.5246,-2.4853,-2.4779,-0.0074,0.7172,9
131111,2,6,0.5895,0.3644,1.9083,-1.5439,0.5504,9
1359,1,6,0.7035,-2.5836,0.2944,-2.878,0.4503,9
14014,1,6,1.0904,2.885,-2.4035,-0.9947,0.05,9
14119,1,6,2.8489,-2.1222,-2.2958,0.1736,0.6005,9
14422,2,6,0.5475,1.0528,-0.9929,2.0457,0.2168,9
14715,1,6,0.4482,2.8303,2.9739,-0.1436,0.1001,9
14931,2,6,0.7237,-2.3209,1.7673,2.195,0.3336,9
15118,2,5,3.9469,-2.2366,-0.767,-1.4697,0.3503,9
15215,2,6,0.5753,3.0134,0.851,2.1624,0.2002,9
15510,1,6,0.4668,0.4508,-2.6959,-3.1365,0.6672,9
157110,2,6,0.4547,1.8943,1.1827,0.7116,0.1168,9
15825,1,6,0.3928,-0.3536,-0.5852,0.2316,0.2335,9
16223,2,6,0.421,3.1387,-0.4364,-2.7081,0.1168,9
16831,1,6,0.6155,-1.499,2.3927,2.3915,0.1835,9
16932,1,6,0.5101,-2.5274,0.6695,3.0863,0.3836,9
17019,2,6,0.4435,-2.1287,-2.5325,0.4038,0.1001,9
17222,1,6,0.7131,-2.1963,0.069,-2.2653,0.2502,9
17715,2,6,0.5255,-2.5455,1.6453,2.0924,0.4003,9
17823,2,6,0.719,0.7981,-1.4563,2.2544,0.5004,9
17916,1,5,0.7583,0.1774,2.9413,-2.7639,0.1668,9
18319,2,6,0.583,0.0495,2.5665,-2.5169,0.2669,9
18422,2,5,0.9653,3.1252,0.0536,3.0716,0.1501,9
18615,1,6,0.6812,2.9333,1.599,1.3343,0.1001,9
18921,2,6,0.8667,0.462,-1.2357,1.6977,0.0667,9
19431,1,6,0.5088,0.8502,-1.0354,1.8856,0.0667,9
1959,2,6,0.5043,-0.0213,0.7211,-0.7424,0.9007,9
19617,1,6,0.5844,-1.595,2.8231,1.865,0.3336,9
19716,1,6,0.6528,0.9508,-0.2507,1.2014,0.1334,9
19810,1,6,0.4653,-1.0455,-2.5219,1.4764,0.0667,9
19915,2,6,0.4562,-1.9336,0.962,-2.8956,0.3669,9
20617,1,6,0.6018,2.8939,0.9485,1.9454,0.05,9
20731,2,6,0.7042,0.637,-1.3293,1.9663,0.1001,9
20925,1,4,0.756,2.6777,0.2861,2.3916,0.1168,9
21124,1,6,0.5963,-1.5566,1.8465,2.8801,0.3169,9
21222,1,1,1.2538,-3.0596,3.1416,0.082,0.1501,9
21516,2,6,0.5183,-0.3322,-0.508,0.1758,0.0834,9
21626,1,6,0.4824,-2.003,-2.5608,0.5579,0.1168,9
21721,2,6,0.3522,-0.1615,-0.6344,0.4728,0.3669,9
21823,2,6,0.3117,2.9402,-1.6405,-1.7025,0.1168,9
22132,1,6,0.9714,-0.064,1.6076,-1.6716,0.0667,9
22225,1,6,0.8039,-0.046,0.172,-0.218,0.05,9
22322,2,6,0.5543,1.7012,3.082,-1.3808,0.467,9
22423,2,6,0.3994,-0.2148,-0.1822,-0.0326,0.3669,9
22832,1,1,1.3017,2.1726,-0.1851,2.3576,0.3503,9
2298,1,6,0.5139,-0.8995,1.4806,-2.3801,0.2502,9
23016,1,6,0.5071,1.0289,-1.3426,2.3715,0.5671,9
23132,2,6,0.5593,2.3694,0.693,1.6764,0.0667,9
23916,1,6,0.5427,0.9485,0.4344,0.5141,0.5004,9
24119,1,6,1.1287,0.9438,1.9684,-1.0246,0.0667,9
24332,2,6,0.6883,-0.2585,0.9932,-1.2518,0.0667,9
24510,2,6,0.7644,-2.8053,-0.2073,-2.598,0.0667,9
2469,1,6,0.3127,-2.2878,-2.3363,0.0485,0.0667,9
24724,1,6,0.4706,-0.1776,-1.463,1.2853,0.2502,9
24916,1,6,0.4705,0.5509,0.051,0.4999,0.1334,9
25015,2,6,0.6136,2.8886,0.5297,2.359,0.0834,9
25116,1,6,0.5663,-1.7312,-3.0572,1.326,0.1668,9
25724,1,6,0.4832,2.6888,-1.0725,-2.5218,0.1168,9
25817,2,2,0.7553,-0.7116,2.6455,2.9261,0.2669,9
26125,1,6,1.0981,1.3203,3.0945,-1.7742,0.0667,9
26616,1,6,0.4815,-2.3306,1.0622,2.8903,0.4837,9
26723,1,6,0.5639,0.4349,-2.4419,2.8768,0.1334,9
26815,2,6,0.4712,-1.56,0.6069,-2.1669,0.6672,9
272110,2,6,0.4844,1.9188,-0.9481,2.8669,0.6505,9
27318,2,6,0.8805,0.1682,2.2699,-2.1017,0.1168,9
27622,2,6,0.5994,0.6631,2.4814,-1.8182,0.9507,9
27719,1,5,0.7769,-1.2619,-0.8112,-0.4506,0.1501,9
27831,1,6,0.472,0.467,-1.4951,1.9622,0.0834,9
28023,2,6,0.7391,-3.0331,0.5179,2.7322,0.2168,9
540,1,6,1.122,1.9714,2.1459,-0.1745,1.1676,10
660,1,6,2.247,1.0834,2.0507,-0.9673,1.0675,10
950,2,6,0.9321,-0.1411,0.0157,-0.1568,0.5504,10
1159,2,6,0.9894,2.0539,2.1139,-0.06,3.9697,10
1638,1,6,7.8049,2.6371,3.0632,-0.4262,3.5861,10
1940,1,3,3.8581,-1.9714,2.1294,2.1824,1.6012,10
2548,2,6,2.1859,1.4937,1.5915,-0.0979,1.5011,10
3118,1,6,6.6118,-2.3697,-2.5449,0.1753,2.7187,10
3217,1,6,0.8387,-2.2914,-2.497,0.2057,4.0531,10
3319,2,6,0.9678,0.3779,0.302,0.0759,1.1842,10
3510,2,6,1.3257,-0.4954,-0.9325,0.437,2.9356,10
3720,2,6,5.8487,-1.1788,-1.2688,0.09,1.3844,10
387,2,6,8.3222,-2.0098,-1.929,-0.0808,1.4011,10
4316,1,6,2.8487,1.6362,1.7068,-0.0706,3.7695,10
4816,1,6,6.2655,0.0886,0.0784,0.0102,2.0516,10
5218,2,6,1.7571,-1.398,-1.3794,-0.0185,2.185,10
5716,1,6,4.8527,-2.9197,3.0997,0.2637,2.8355,10
5917,1,6,2.3536,1.7479,1.7054,0.0425,4.0531,10
6018,1,6,5.3366,-1.7493,-1.7662,0.0169,2.8021,10
6117,2,6,2.9474,-1.186,-1.2738,0.0878,4.9871,10
6218,2,6,5.4423,2.6226,2.5536,0.069,3.7862,10
6420,1,6,5.4343,1.5628,1.5656,-0.0027,1.4678,10
6515,2,1,1.9562,0.7087,-2.634,-2.9405,2.0182,10
7620,1,6,0.837,-0.7662,-0.9034,0.1372,3.4359,10
7916,2,6,8.9588,1.6762,1.6855,-0.0093,1.9848,10
839,1,6,7.7309,1.8713,2.0087,-0.1374,3.119,10
8516,1,6,1.1225,1.1106,0.9927,0.1179,2.1516,10
8817,1,6,0.8745,-1.1019,-1.1446,0.0427,3.9196,10
9120,1,6,0.8444,-1.1892,-1.3233,0.1341,4.003,10
9220,1,6,1.0287,2.7003,2.618,0.0823,3.8196,10
957,1,6,0.8183,1.3872,1.5499,-0.1626,1.4678,10
979,2,6,4.6294,-0.7305,-0.7227,-0.0077,1.4678,10
987,2,6,9.2833,0.6078,0.598,0.0098,4.003,10
9910,1,6,4.5471,-1.5365,-1.6174,0.0809,0.884,10
10217,1,6,10.279,-2.3421,-2.0531,-0.289,2.9022,10
10418,2,6,0.5471,0.7001,0.396,0.3041,2.8522,10
10510,2,6,2.5219,2.0461,2.2195,-0.1734,2.6187,10
1079,1,6,0.7946,0.156,0.0888,0.0672,1.718,10
11020,2,6,3.8215,1.749,2.1139,-0.3649,4.2699,10
11123,2,6,0.801,1.6969,1.7223,-0.0254,1.3343,10
11916,2,6,0.7394,1.8682,1.7479,0.1204,1.0675,10
12126,2,6,10.4393,3.0976,3.1311,-0.0335,1.1676,10
12519,1,6,0.91,-1.8565,-1.7068,-0.1497,2.0349,10
1309,1,6,4.7858,2.652,2.618,0.034,2.9189,10
13124,2,6,0.8536,1.4101,1.4142,-0.0041,1.4344,10
13510,1,6,12.0068,0.5744,0.2805,0.2939,4.8036,10
13610,2,6,0.7534,-1.1151,-1.0401,-0.075,2.602,10
13910,2,6,2.4645,-0.4522,-0.4893,0.0372,3.7529,10
14120,2,6,8.8669,2.7444,2.4774,0.2671,1.2009,10
14220,2,6,5.6821,0.8083,0.767,0.0413,2.8355,10
14310,1,6,7.683,2.3929,2.7889,-0.396,2.8688,10
14617,1,6,3.8759,1.7915,1.723,0.0684,1.7847,10
14716,2,6,1.1967,1.6834,1.5452,0.1382,0.834,10
14810,2,6,0.9007,-2.7378,-2.6406,-0.0972,2.9356,10
14919,2,6,0.6182,0.1334,0.1404,-0.0071,1.9515,10
15010,2,6,1.7909,-0.0736,0.0627,-0.1363,2.1016,10
15918,2,6,10.5064,-2.7729,-2.6687,-0.1042,3.069,10
16014,1,6,0.7034,-3.0275,-3.0585,0.031,1.6346,10
16215,2,6,0.7658,-0.8035,-1.0188,0.2153,3.9864,10
16510,1,6,3.9295,-2.3629,-2.1965,-0.1664,4.4367,10
16610,1,6,0.9404,-0.569,-0.5127,-0.0563,3.7529,10
1677,1,6,1.5058,-2.5325,-2.3451,-0.1874,2.3017,10
16920,1,6,0.788,1.5443,1.6022,-0.0579,1.2176,10
17128,1,6,3.7528,-2.2083,-2.2455,0.0373,2.0182,10
17310,1,6,1.0993,1.8385,1.8613,-0.0228,2.185,10
17517,1,6,2.7547,0.6115,0.4823,0.1292,3.2858,10
17819,2,6,1.8393,1.4086,1.4193,-0.0107,1.1175,10
1807,1,6,0.9536,-2.5854,-2.5449,-0.0405,2.9856,10
18119,2,6,8.2396,-1.2409,-0.6674,-0.5735,3.2024,10
18320,1,6,1.3604,-1.0829,-1.0581,-0.0248,2.0349,10
1858,2,6,0.6604,-0.124,-0.0259,-0.0981,0.7839,10
18610,2,6,1.6586,-2.7481,3.1259,0.4092,0.834,10
1889,2,6,3.5337,2.0636,1.9417,0.1219,2.2017,10
19016,2,6,2.7288,-0.0365,-0.0052,-0.0313,1.1509,10
19123,2,6,3.6142,1.3094,1.3037,0.0057,0.9507,10
19310,2,6,7.9802,3.124,2.2569,0.8671,1.4511,10
19510,1,6,0.756,-1.4959,-1.5708,0.0749,0.834,10
19610,1,6,3.2598,-0.7293,2.0919,-2.8212,0.7672,10
20310,2,6,0.8303,2.687,2.671,0.0161,1.0008,10
20416,2,6,0.6595,-0.5019,-0.363,-0.1388,2.6353,10
20519,2,6,0.5449,-2.7398,0.0155,-2.7553,1.8681,10
20810,1,6,0.7051,1.0674,1.0277,0.0397,1.8347,10
20919,2,6,8.0658,-1.7,-1.9089,0.2089,1.2176,10
21014,1,6,1.7496,1.7688,-1.9284,-2.5861,1.2343,10
21125,2,6,1.1634,1.1976,0.9973,0.2003,3.4359,10
2149,1,1,1.1748,0.1147,1.7479,-1.6332,3.8696,10
21517,1,6,0.9996,-1.7737,-1.8746,0.1009,4.787,10
21716,1,6,1.5315,2.6129,2.7265,-0.1136,3.3359,10
22217,2,6,3.5173,0.059,-0.0414,0.1005,0.9674,10
22318,1,6,1.5177,-0.2801,-0.5431,0.263,3.0356,10
2288,2,6,0.6371,-1.2071,-1.1578,-0.0493,1.8681,10
23010,2,6,0.5836,-1.2041,-1.1048,-0.0992,1.1509,10
23125,1,6,1.0343,2.9511,3.0121,-0.061,1.251,10
23218,2,6,3.695,1.2968,2.2007,-0.904,3.7195,10
23318,2,6,1.0669,-2.9748,-2.996,0.0212,1.251,10
23510,1,6,1.7074,2.2399,1.7702,0.4696,1.0008,10
23816,2,6,0.9957,-0.7232,-0.4262,-0.297,1.4678,10
24210,2,6,0.6728,0.0069,0.0303,-0.0234,1.1008,10
24319,2,6,1.0307,0.3748,0.3805,-0.0057,1.3677,10
24610,1,6,1.0628,-0.7887,-0.3168,-0.4719,1.4678,10
24816,2,6,1.1228,2.8895,2.7989,0.0906,2.0682,10
2508,1,6,1.3908,-1.3857,-1.6167,0.231,0.7005,10
25117,1,6,2.4881,0.9515,1.1625,-0.211,1.4011,10
25519,1,6,1.9452,0.6386,0.5101,0.1285,1.4678,10
25616,1,6,1.6858,0.5862,0.5333,0.0529,1.718,10
25818,2,6,1.0291,-2.8856,-2.6965,-0.1891,1.301,10
25918,2,6,0.5781,2.8537,2.5835,0.2701,1.0341,10
26126,2,6,1.6137,-0.1126,-0.1156,0.003,1.0008,10
26617,1,6,0.5843,-1.3103,-1.1748,-0.1355,0.9174,10
26920,2,6,1.5495,2.4645,1.8321,0.6324,2.5853,10
27015,1,6,0.6418,0.0996,0.0911,0.0085,1.4011,10
27120,2,6,2.9509,-0.9297,-0.8403,-0.0894,2.0682,10
27319,2,6,1.8534,1.056,1.0909,-0.0349,0.7672,10
27515,2,6,2.601,0.1847,0.6854,-0.5006,1.0842,10
27720,1,6,3.6543,1.3536,-0.757,2.1107,2.9522,10
